Food Description,type,Serving,Date,Meal,Sugar,Sodium,Fat,Protein,Calories,Carbohydrates,Water Intake (fl oz)
Twisted Tea - Half and Half (Hard Iced Tea With Lemonade Flavor),juice,24 oz can,7/7/2019,Dinner,62,0,0,0,440,62,68
Bakery - Chocolate Chip Cookie,dessert,1 cookie,7/7/2019,Snacks,7,100,5,1,120,17,68
Kashi - Chocolate Peanut Butter Chewy Granola Bar,dessert,35 gram,7/7/2019,Snacks,7,150,6,3,150,21,68
WOLO - Peanut Butter,fats&seasoning,1 Bar,7/7/2019,Snacks,4,75,11,16,220,20,68
Bumblebee - Fat Free Tuna Salad Kit,dessert,1 kit (6 Wheat Crackers and Tuna mix),7/7/2019,Snacks,6,375,3,7,150,23,68
Honey Stinger - Gluten Free Organic Cinnamon Waffle,dessert,"1 waffle, 30g",7/8/2019,Breakfast,10,90,6,0,140,21,34
Clif - Nut Butter Filled Coconut Almond Butter Revised,fats&seasoning,1 bar,7/8/2019,Breakfast,9,160,11,6,230,27,34
Taziki's - Lamb Gyro,meats,1.5 gyro,7/8/2019,Lunch,11,1860,27,50,735,77,34
Aladdin - Hummus Plate with Pita,grains,1 Plate,7/8/2019,Lunch,1,587,26,9,426,43,34
Sprite - Sprite,juice,12 fl oz,7/8/2019,Lunch,38,65,0,0,140,38,34
Generic - Margharita,grains,200 g,7/8/2019,Dinner,0,0,22,24,528,60,34
Chili Pepper - Apple Burrito,grains,1 burrito (50 g),7/8/2019,Dinner,0,0,0,0,160,0,34
Zoca - Beef & Bean Burrito,grains,1 each,7/8/2019,Dinner,7,2120,36,41,875,94,34
Mott's - Applesauce,fruits,"Cinnamon Snack & Go Pouch, 1 pouch",7/9/2019,Breakfast,18,5,0,0,80,20,136
Hood - Ice Cream Sandwich,grains,1 Sandwich,7/9/2019,Breakfast,14,140,6,2,160,28,136
Taziki's - Lamb Gyro,meats,2 gyro,7/9/2019,Lunch,14,2480,36,66,980,102,136
canada dry - Ginger Ale,juice,1 can,7/9/2019,Lunch,35,50,0,0,140,36,136
Pizza Hut - Chicken Alfredo Pizza,grains,9.9 oz,7/9/2019,Dinner,3,930,27,21,520,36,136
Pepsi - Regular,juice,1 can,7/9/2019,Dinner,41,30,0,0,150,41,136
Kashi - Chocolate Peanut Butter Chewy Granola Bar,dessert,35 gram,7/9/2019,Snacks,7,150,6,3,150,21,136
Snickers - Ice Cream Bars,dessert,1 bar (50g),7/9/2019,Snacks,15,60,11,3,180,18,136
Bakery - Chocolate Chip Cookie,dessert,1 cookie,7/9/2019,Snacks,7,100,5,1,120,17,136
clif bar - nut butter filled,fats&seasoning,2 bar,7/9/2019,Snacks,20,320,22,14,460,54,136
Clif Bar - Nut Butter Filled (Organic Peanut Butter),dessert,2 bar (50g),7/9/2019,Snacks,20,320,22,14,460,54,136
Klondike Sandwiches - Classic Vanilla,grains,1 sandwich,7/9/2019,Snacks,17,145,5,2,180,31,136
Grimaldi's - Pesto Pizza (Personal),grains,1 serving,7/10/2019,Breakfast,3,1230,37,37,890,101,170
Homemade - Peanut Butter Ball,dessert,2 Ball,7/10/2019,Breakfast,22,190,11,9,336,54,170
Generic - Yak,meats,4 oz,7/10/2019,Dinner,0,0,8,23,170,0,170
Homemade - Flatbread,grains,1 flatbread,7/10/2019,Dinner,0,196,36,22,247,2,170
Pretzels,dessert,"soft, 1 large",7/10/2019,Dinner,0,779,4,12,483,99,170
Clifbar - White Chocolate Macadamia Nut,dessert,1 bar (68g),7/10/2019,Snacks,21,220,7,9,260,42,170
Nuts.com - Healthy Trail Mix,fats&seasoning,2 packet,7/10/2019,Snacks,40,60,12,4,330,58,170
Breakfast burrito - Breakfast,grains,1 burrito,7/11/2019,Breakfast,2,790,16,12,300,26,68
darigold chocolate milk - low fat,juice,1 cup,7/11/2019,Breakfast,29,230,3,10,190,31,68
Gatorade - Whey Protein Bar (Peanut Butter Chocolate),dessert,1 bar,7/11/2019,Breakfast,25,340,13,20,360,40,68
Pepperridge Farm - Goldfish Baked Snack Crackers (Individual Packs),dessert,1 ounce,7/11/2019,Lunch,0,230,5,3,130,18,68
Twisted Tea - Half and Half (Hard Iced Tea With Lemonade Flavor),juice,24 oz can,7/11/2019,Lunch,62,0,0,0,440,62,68
Taquitos - Taquitos,grains,6 tax,7/11/2019,Lunch,0,0,20,16,440,52,68
Bumblebee - Fat Free Tuna Salad Kit,dessert,1 kit (6 Wheat Crackers and Tuna mix),7/11/2019,Dinner,6,375,3,7,150,23,68
Buono Pizza Margharita - Margharita Pizza,grains,"11.97 """,7/11/2019,Dinner,3,1499,45,41,1124,140,68
Bud Light - 25 Oz. Can,juice,25 oz,7/11/2019,Dinner,0,0,0,0,220,36,68
Alaska  Candy Company - Raspberry Dark Chocolate,dessert,1 bar,7/11/2019,Snacks,31,20,14,2,260,36,68
Reese's Sticks - Reese Sticks Crispy Wafers King Size,dessert,1 package,7/11/2019,Snacks,36,270,26,8,460,48,68
All Natural OATS - Oatmeal,grains,1 cup,7/12/2019,Breakfast,0,0,5,10,300,54,34
Skippy naturals - Peanut butter,fats&seasoning,2 tbsp,7/12/2019,Breakfast,3,150,16,7,190,6,34
gala apples - Apple,fruits,154 g,7/12/2019,Breakfast,16,0,0,0,80,22,34
M&m's - Peanut Butter M&m's (1 Package) Correct,fats&seasoning,46.2 g,7/12/2019,Breakfast,22,95,13,5,240,26,34
Twisted Tea - Half and Half (Hard Iced Tea With Lemonade Flavor),juice,24 oz can,7/12/2019,Breakfast,62,0,0,0,440,62,34
Supermarket - Banana,fruits,1 banana,7/12/2019,Breakfast,0,1,0,0,105,27,34
Barrilla - Whole Grain Penne Pasta,grains,6 oz,7/12/2019,Dinner,6,0,5,24,540,117,34
Pesto - Pesto Sauce,fats&seasoning,4 tbs,7/12/2019,Dinner,0,420,30,11,320,3,34
Skippy naturals - Peanut butter,fats&seasoning,2 tbsp,7/12/2019,Snacks,3,150,16,7,190,6,34
Alaska Candy Company - Sea Salt Dark Chocolate,dessert,1 bar,7/12/2019,Snacks,28,95,18,3,280,35,34
All Natural OATS - Oatmeal,grains,1 cup,7/13/2019,Breakfast,0,0,5,10,300,54,51
Celestial - Wild Berry Tea,juice,2 tea bag,7/13/2019,Breakfast,0,0,0,0,0,0,51
Homemade - Double Cheeseburger,grains,8 oz,7/13/2019,Lunch,10,700,18,58,633,56,51
Nestle - 7 Layer Cookie Bar,dessert,1 bar,7/13/2019,Lunch,0,0,0,0,219,0,51
Leinenkugel - Red Lager Beer,juice,12 oz,7/13/2019,Lunch,0,8,0,1,166,16,51
Zaxby's - Brownie,dessert,85 g,7/13/2019,Lunch,25,190,19,4,360,52,51
Sour Skittles - Sour Skittles,dessert,2 Package,7/13/2019,Lunch,72,30,4,0,400,94,51
Snickers - Ice Cream Bars,dessert,1 bar (50g),7/13/2019,Snacks,15,60,11,3,180,18,51
Nabisco - Nutter Butters ,dessert,56 gram,7/13/2019,Snacks,17,200,11,4,270,39,51
Generic - Yogurt With Berries and Granola,dessert,2 cup,7/14/2019,Breakfast,10,306,2,40,261,50,51
New York Fries - Poutine,fats&seasoning,1.5 cups,7/14/2019,Breakfast,3,1320,50,25,950,102,51
Safeway - Raspberry Cinnamon Roll,dessert,1 roll,7/14/2019,Breakfast,0,0,0,0,220,0,51
"Portesi's - Personal Pizza 9"" Sausage",grains,1/3 Pizza,7/14/2019,Lunch,2,390,10,14,275,30,51
Redd's - Redd's Apple Ale,juice,12 oz,7/14/2019,Lunch,12,25,0,0,165,17,51
Digourno Chicken Bacon Ranch Pizza - Chicken Bacon Ranch Pizza,grains,1 Slice 1/4 of pizza,7/14/2019,Dinner,4,870,17,20,380,36,51
Angry Orchard - Hard Cider,juice,1 bottle (355ml/12 fl. oz.),7/14/2019,Dinner,20,15,0,0,190,25,51
Ice Cream - Moose Tracks,dessert,1 cup,7/14/2019,Snacks,30,120,20,4,340,38,51
Apicella's - Spinach Bread,grains,1 slice (57g),7/15/2019,Breakfast,1,300,4,3,130,17,85
Aladdin Food - Vegan Burritos,grains,1 Burrito,7/15/2019,Breakfast,4,832,12,19,366,46,85
Ice Cream - Moose Tracks,dessert,0.5 cup,7/15/2019,Breakfast,15,60,10,2,170,19,85
Generic - Loaded Supreme Nachos,dessert,1 small plate,7/15/2019,Dinner,4,988,25,18,455,41,85
Caesar salad - Salad,vegetables,1 plate,7/15/2019,Dinner,2,380,14,5,200,10,85
Homemade - Double Cheeseburger,grains,8 oz,7/15/2019,Dinner,10,700,18,58,633,56,85
Java City - Four-berry Smoothie,dessert,20 oz,7/15/2019,Snacks,70,24,0,2,312,77,85
Krispy Kreme - Glazed Doughnut,dessert,2 doughnut,7/15/2019,Snacks,20,180,22,4,380,42,85
Sausage Egg and Cheese on Bagel,meats,1 serving(s),7/16/2019,Breakfast,0,1139,17,28,501,57,85
Cheese - Cheese,fats&seasoning,1 oz,7/16/2019,Dinner,0,150,10,5,110,1,85
Bread - Whole-wheat,grains,3 oz,7/16/2019,Dinner,17,447,4,8,209,39,85
Wegmans - Cucumber,vegetables,0.5 cup,7/16/2019,Dinner,1,1,0,0,8,2,85
Mpc - Black Bean Burger,grains,2 burger,7/16/2019,Dinner,6,796,10,28,432,66,85
Ketchup,fats&seasoning,1 tbsp,7/16/2019,Dinner,4,154,0,0,17,5,85
Publix - Wrap-wheat Turkey,meats,1 wrap,7/16/2019,Dinner,4,360,4,29,550,42,85
Smartfood Popcorn White Cheddar - Popcorn,vegetables,3 oz,7/16/2019,Snacks,6,870,30,9,480,42,85
Ben and Jerry's - the Tonight Dough,dessert,1 cup (107g),7/16/2019,Snacks,52,200,32,10,620,70,85
Ben & Jerry's - Brownie Sundae,dessert,1 cup,7/16/2019,Snacks,37,160,25,8,700,49,85
That's It. - Apples + Mangoes,fruits,1 bar (35 g),7/16/2019,Snacks,23,25,0,0,100,27,85
Kroger Fresh Selection - Petite Carrots,vegetables,3 oz. (85g),7/17/2019,Breakfast,5,65,0,1,35,8,51
Sabra - Hummus and Pretzel Snack Pack,dessert,1 package,7/17/2019,Breakfast,1,840,19,10,370,40,51
Cinnamon toast crunch - Cinnamon Toast Crunch,grains,1.5 cup,7/17/2019,Breakfast,18,360,6,2,260,50,51
Silk - Almond Milk - Original,dessert,240 milliliter,7/17/2019,Breakfast,7,160,3,1,60,8,51
Bakery - Chocolate Chip Cookie,dessert,1 cookie,7/17/2019,Lunch,7,100,5,1,120,17,51
Homemade - Banana Nutella Crepe,dessert,"1 crepe (10"")",7/17/2019,Lunch,19,50,10,6,238,33,51
Clif Bar - Chocolate Peanut Butter Nut Butter Filled ,dessert,50 gram,7/17/2019,Lunch,10,115,10,6,230,28,51
Cici's Pizza - Mac & Cheese Pizza,grains,4 slice,7/17/2019,Dinner,12,1760,18,32,760,120,51
Angry Orchard - Hard Cider,juice,3 bottle (355ml/12 fl. oz.),7/17/2019,Dinner,60,45,0,0,570,75,51
Martin's - Mini M&M Cookies,dessert,4 cookies,7/17/2019,Snacks,20,110,9,2,180,24,51
Ben & Jerry's - Brownie Sundae,dessert,1 cup,7/17/2019,Snacks,37,160,25,8,700,49,51
Eggo - Wafflers,dessert,2 waffles (4 waffle bars),7/18/2019,Breakfast,16,510,9,4,250,40,0
Blackberry - Jam,dessert,2 tbsp,7/18/2019,Breakfast,0,0,0,0,50,10,0
clif bar - nut butter filled,dessert,1 bar,7/18/2019,Breakfast,10,160,11,7,230,27,0
Martin's - Mini M&M Cookies,dessert,4 cookies,7/18/2019,Breakfast,20,110,9,2,180,24,0
Body Armor - Fruit Punch Superdrink,juice,8 fl oz,7/18/2019,Breakfast,18,15,0,0,70,18,0
Homemade - Chicken & Fetuccini Alfredo,meats,140 grams,7/18/2019,Lunch,3,330,16,50,408,16,0
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/18/2019,Lunch,21,330,10,20,280,29,0
Pigwich - the Cuban,grains,1 sandwich,7/18/2019,Dinner,2,1500,25,23,517,50,0
That's It. - Apples + Mangoes,fruits,1 bar (35 g),7/18/2019,Dinner,23,25,0,0,100,27,0
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/18/2019,Dinner,21,330,10,20,280,29,0
Reese's Sticks - Reese Sticks Crispy Wafers King Size,dessert,1 package,7/18/2019,Snacks,36,270,26,8,460,48,0
Mike's - Harder Lemonade,juice,1 can (16 oz),7/18/2019,Snacks,46,0,0,0,390,44,0
Twisted Tea - Half and Half (Hard Iced Tea With Lemonade Flavor),juice,24 oz can,7/18/2019,Snacks,62,0,0,0,440,62,0
That's It. - Apples + Mangoes,fruits,2 bar (35 g),7/18/2019,Snacks,46,50,0,0,200,54,0
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/18/2019,Snacks,21,330,10,20,280,29,0
Mike's - Harder Lemonade,juice,2 can (16 oz),7/18/2019,Snacks,92,0,0,0,780,88,0
That's It. - Apples + Mangoes,fruits,1 bar (35 g),7/19/2019,Breakfast,23,25,0,0,100,27,17
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/19/2019,Breakfast,21,330,10,20,280,29,17
gala apples - Apple,fruits,154 g,7/19/2019,Breakfast,16,0,0,0,80,22,17
Nm Cafeteria - Turkey Reuban,meats,1 Sandwich,7/19/2019,Lunch,0,606,8,24,340,44,17
Mountain House - Lasagna With Meat Sauce,grains,1 package,7/19/2019,Dinner,16,1260,22,34,600,68,17
Clif Bar - Fruit Smoothie Filled Strawberry Banana,dessert,1 bar,7/19/2019,Dinner,11,50,11,5,230,29,17
Mike's Hard Lemonade Co. - Mike's Harder Cranberry Lemonade,juice,16 fl oz,7/19/2019,Dinner,46,0,0,0,400,44,17
Clif Bar Company - Energy Bar,dessert,"Tart Cherry Berry (Fruit Smoothie Filled), 1 bar (1.76 oz / 50g)",7/19/2019,Snacks,11,70,10,5,230,29,17
Mike's Hard Lemonade Co. - Mike's Harder Cranberry Lemonade,juice,16 fl oz,7/19/2019,Snacks,46,0,0,0,400,44,17
Jameson - Whiskey Sour,juice,9 oz.,7/19/2019,Snacks,20,28,0,0,200,20,17
Clif Bar - Chocolate Peanut Butter Nut Butter Filled ,dessert,50 gram,7/20/2019,Breakfast,10,115,10,6,230,28,34
Skippy naturals - Peanut butter,fats&seasoning,2 tbsp,7/20/2019,Breakfast,3,150,16,7,190,6,34
All Natural OATS - Oatmeal,grains,2 cup,7/20/2019,Breakfast,0,0,10,20,600,108,34
Clif Bar - Nut Butter Filled - Banana Chocolate Peanut Butter,dessert,1 bar (50g},7/20/2019,Dinner,11,125,10,6,220,28,34
Good to Go Chili - Chili,meats,1/2 package,7/20/2019,Dinner,13,360,5,16,340,63,34
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/20/2019,Dinner,21,330,10,20,280,29,34
Mountain House - Lasagna With Meat Sauce (Per Pkg),grains,2.5 cup (54g),7/20/2019,Dinner,12,600,16,28,480,56,34
That's It. - Apples + Mangoes,fruits,1 bar (35 g),7/20/2019,Snacks,23,25,0,0,100,27,34
Zaxby's - Brownie,dessert,85 g,7/20/2019,Snacks,25,190,19,4,360,52,34
Breyers - Rocky Road Ice Cream,dessert,0.5 cup (66g),7/20/2019,Snacks,15,35,5,2,140,21,34
Mhl16 - Mhl16,juice,16 oz,7/20/2019,Snacks,44,0,2,0,390,44,34
Pepperidge Farm - Goldfish Baked Cheddar Crackers,dessert,275 pieces,7/20/2019,Snacks,0,1250,25,15,700,100,34
Angry Orchard - Hard Cider,juice,1.3 bottle (355ml/12 fl. oz.),7/20/2019,Snacks,26,20,0,0,247,33,34
Budweiser - Bud Light 4.2,juice,84 oz,7/20/2019,Snacks,0,0,0,6,770,46,34
Mars Twix - Twix Dark Chocolate,dessert,50.7 g (2 bars),7/20/2019,Snacks,23,95,12,2,250,34,34
Twisted Tea 24 oz - Twisted Tea 24 oz,juice,1 can,7/21/2019,Breakfast,62,0,0,0,440,62,0
Quaker - Raisins & Spice Oatmeal,grains,1 Packet,7/21/2019,Breakfast,14,210,2,4,150,32,0
Quaker - Apples and Cinnamon Oatmeal *,grains,1 Packet,7/21/2019,Breakfast,11,140,2,4,160,33,0
Celestial - Wild Berry Tea,juice,2 tea bag,7/21/2019,Breakfast,0,0,0,0,0,0,0
clif bar - nut butter filled,dessert,1 bar,7/21/2019,Breakfast,10,160,11,7,230,27,0
That's It. - Apples + Mangoes,fruits,1 bar (35 g),7/21/2019,Breakfast,23,25,0,0,100,27,0
clif bar - nut butter filled,dessert,1 bar,7/21/2019,Dinner,10,160,11,7,230,27,0
Stagg Chili - Silverado Beef Chili With Beans,meats,494 g,7/21/2019,Dinner,16,1720,18,32,500,50,0
Barrilla - Whole Grain Penne Pasta,grains,6 oz,7/21/2019,Dinner,6,0,5,24,540,117,0
Mezzetta - Tomato Pesto,fruits,2 Tbsp (30g),7/21/2019,Dinner,0,250,13,2,133,1,0
Charmelle - Chocolate Covered Marshmellow,dessert,100 g,7/21/2019,Snacks,0,0,11,2,375,67,0
Nabisco - Milk Chocolate Covered Nutter Butter Cookies,dessert,2 cookies,7/21/2019,Snacks,15,85,9,2,180,24,0
Oreo - Chocolate Covered Oreo,dessert,1 cookie,7/21/2019,Snacks,13,95,8,1,140,18,0
Quaker - Raisins & Spice Oatmeal,grains,1 Packet,7/22/2019,Breakfast,14,210,2,4,150,32,0
Quaker - High Protein Triple Berry,fruits,1 sachet,7/22/2019,Breakfast,4,150,2,6,130,26,0
Justin's Nut Butter - Maple Almond Butter,fats&seasoning,2 Tbsp (32g),7/22/2019,Breakfast,3,65,16,6,190,8,0
gala apples - Apple,fruits,154 g,7/22/2019,Breakfast,16,0,0,0,80,22,0
Cafeteria - Mac N' Cheese,fats&seasoning,0.5 cup,7/25/2019,Lunch,3,420,9,5,150,12,68
Barrilla - Whole Grain Penne Pasta,grains,4 oz,7/25/2019,Lunch,4,0,3,16,360,78,68
Classico - Meat Sauce,fats&seasoning,0.5 cup (125g),7/25/2019,Lunch,7,420,1,3,60,10,68
banana bread - Bread,grains,1 slice,7/25/2019,Lunch,0,133,6,4,200,35,68
Klements - Chorizo Sausage Link,meats,1 link,7/25/2019,Lunch,0,510,17,9,190,2,68
Aladdin - Garlic Bread,grains,1 Slice,7/25/2019,Lunch,0,243,8,2,138,13,68
Outtakes - French Fries,fats&seasoning,1 cup,7/25/2019,Lunch,0,608,22,4,394,45,68
Applebee's - Fried Chicken Strips,meats,2 strip,7/25/2019,Lunch,0,640,12,10,196,14,68
Starbucks - Double Chocolate Chunk Cookie,dessert,2 cookie,7/25/2019,Lunch,74,700,42,10,860,116,68
Red bull - Red Bull,juice,8.4 oz,7/29/2019,Lunch,27,100,0,1,110,28,34
Chopped Leaf - Southwest Wrap With Chicken,meats,1 wrap,7/29/2019,Lunch,3,1337,38,37,712,58,34
Quaker Chocolate Chunk Granola Bar - Chewy Chocolate Chip Granola Bar 25% Less Sugar,dessert,1 bar  (24g),7/29/2019,Lunch,5,75,4,1,100,14,34
Kellogg's Special K - Pastry Crisps Brown Sugar Cinnamon,dessert,1 pouch,7/29/2019,Lunch,7,80,2,1,100,20,34
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/29/2019,Lunch,21,330,10,20,280,29,34
Supermarket - Banana,fruits,1 banana,7/29/2019,Dinner,0,1,0,0,105,27,34
Sonic - Supersonic Breakfast Burrito,grains,1 Burrito,7/29/2019,Dinner,1,1920,32,25,580,49,34
Starbucks - Turkey Pesto Sandwich,grains,1 sandwhich,7/29/2019,Dinner,2,1190,21,34,490,42,34
Quaker - Raisins & Spice Oatmeal,grains,1 Packet,7/30/2019,Breakfast,14,210,2,4,150,32,34
Quaker Oats - Maple & Brown Sugar,dessert,1 Packet (42g),7/30/2019,Breakfast,12,260,2,4,160,32,34
Mango,fruits,"0.5 cup, pieces",7/30/2019,Breakfast,11,1,0,1,50,12,34
Aladdin Food - California Burger,grains,1 Sandwich,7/30/2019,Lunch,2,891,38,33,712,63,34
Outtakes - French Fries,fats&seasoning,1 cup,7/30/2019,Lunch,0,608,22,4,394,45,34
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,7/31/2019,Breakfast,21,330,10,20,280,29,0
Clif - Builder's Chocolate Peanut Butter,dessert,1 bar,8/1/2019,Breakfast,21,330,10,20,280,29,68
Target - Chicken Pesto Sandwich,grains,1 sandwich,8/1/2019,Lunch,2,1190,23,29,490,38,68
Cava - Greens+grains Braised Beef Bowl,meats,1 bowl,8/1/2019,Lunch,11,1496,35,31,662,58,68
kroger chocolate milk 1% lowfat - chocolate milk,juice,32 fl oz,8/1/2019,Dinner,120,760,10,36,720,132,68
Jean's Homemade - Linguine Carbanara,grains,4 oz,8/1/2019,Dinner,0,1222,25,33,648,68,68
Asparagus,vegetables,"8 spear, medium",8/1/2019,Dinner,2,3,0,3,26,5,68
Aladdin - Garlic Bread,grains,4 Slice,8/1/2019,Dinner,2,972,34,9,552,53,68
Outtakes - Garden Salad (Large),vegetables,1 serving(s),8/1/2019,Dinner,4,15,0,2,48,12,68
Bakery - Chocolate Chip Cookie,dessert,1 cookie,8/1/2019,Snacks,7,100,5,1,120,17,68
Thomas - English Muffin With Peanut Butter & Banana,dessert,2 english muffin,8/1/2019,Snacks,46,700,34,26,860,124,68
